# Pixel barrel survey data
# ########################
#
# Important: Your code should ignore all lines with a hash sign (#) in the first column
#
# This file contains the raw results from the photographic survey carried out
# at Paul Scherrer Institut prior to the insertion of the pixel barrel. Each
# line is the result of one image covering two neighbouring modules along a
# ladder. Given are the coordinates in the frame of the photo in pixels for
# the four fiducial marks (1) to (4). These coordinates were obtained using a
# pattern recognition software at PSI configured to search for the crosshair
# marks on the sensor surface. The precision of these marks on the sensor are
# better than 0.1um (controlled by the etching process). The error is
# therefore dominated by the photograph. The lens used was a Canon macro lens
# showing no measureable distortion (tested with a grid images). The scale of
# the images may vary as the distance was difficult to control.
#
#   -------------++--------------
#           (3) +||+ (2)  
#                ||
#    left module || right module
#                ||
#                ||
#           (4) +||+ (1)     
#   -------------++--------------
#
# The distance between two marks on one sensor (eg. (1) and (2)) is exactly
# 1.82000cm
# 
# The fields contain the following data (all units in image pixels):
#
# rawID1 : ID of the first (left) module in the image
# v_1_1  : v coordinate of (3)
# u_1_1  : u coordinate of (3)
# v_2_1  : v coordinate of (4)
# u_2_1  : u coordinate of (4)
# rawID2 : ID of the second (right) module in the image
# v_1_2  : v coordinate of (2)
# u_1_2  : u coordinate of (2)
# v_2_2  : v coordinate of (1)
# u_2_2  : u coordinate of (1)
# sigma_v: gaussian error of measurement of the v coordinate
# sigma_u: gaussian error of measurement of the u coordinate
#
# Some coordinates have negative values. This is the case when some parts of
# the support structure were obstructing the view and the camera was turned
# upside down to catch the image.
#
# The error has been estimated with a linear fit along a whole ladder. By
# adjusting the chi^2 of the fit the error was determined to be 1.5um. Using
# an average scaling factor of the images of 1154 px/cm the given error of
# 0.175 is obtained. This is well within expectations. 1/sqrt(12)=0.3 and the
# pattern recognition software fits the crosshairs, leading to better
# precision than just 1/sqrt(12).
#
# For further questions contact
# Hans-Christian Kästli: hans-christian.kaestli@psi.ch
# Frank Meier          : frank.meier@psi.ch
#
#
# rawID1    v_1_1     u_1_1     v_2_1     u_2_1     rawID2      v_1_2     u_1_2     v_2_2     u_2_2     sigma_v   sigma_u
# -------   -------   -------   -------   -------   ---------   -------   -------   -------   -------   -------   -------
302189068  -1361.57   -896.52  -1360.58  -2632.39   302189072  -1261.12   -895.76  -1263.35  -2631.12     0.175     0.175 
302189072  -1504.53   -899.79  -1506.03  -2634.44   302189076  -1397.57   -907.85  -1404.37  -2642.63     0.175     0.175 
302189076  -1486.78   -915.80  -1491.98  -2650.41   302189080  -1410.11   -935.54  -1398.83  -2669.24     0.175     0.175 
302189080  -1517.78   -887.75  -1508.94  -2622.39   302189084  -1417.13   -898.44  -1420.05  -2633.00     0.175     0.175 
302189084  -1522.66   -911.31  -1524.70  -2645.75   302189088  -1434.62   -935.67  -1436.02  -2670.55     0.175     0.175 
302188804   1413.63   2987.12   1409.12    850.12   302188808   1521.66   2987.23   1520.99    850.00     0.175     0.175 
302188808   1434.98   2984.67   1434.51    846.13   302188812   1551.43   2966.07   1549.38    827.79     0.175     0.175 
302188812   1394.84   2977.23   1393.74    838.15   302188816   1508.48   2975.63   1509.48    836.40     0.175     0.175 
302188816   1387.52   2988.43   1389.82    848.39   302188820   1497.32   2982.90   1492.16    843.09     0.175     0.175 
302188820   1191.93   2974.99   1186.71    834.07   302188824   1329.58   2988.60   1323.78    848.29     0.175     0.175 
302188824   1327.75   2971.87   1320.80    834.11   302188828   1436.87   2962.92   1432.97    825.09     0.175     0.175 
302188828   1310.36   2963.28   1306.49    825.88   302188832   1414.78   2977.76   1411.34    840.11     0.175     0.175 
302188548  -1515.42   -816.53  -1522.66  -2922.79   302188552  -1393.53   -772.65  -1417.45  -2878.55     0.175     0.175 
302188552  -1487.35   -841.55  -1511.65  -2946.79   302188556  -1381.50   -819.77  -1381.11  -2925.38     0.175     0.175 
302188556  -1384.55   -819.21  -1384.90  -2923.82   302188560  -1281.54   -806.38  -1287.65  -2911.02     0.175     0.175 
302188560  -1568.67   -851.88  -1575.71  -2955.05   302188564  -1448.35   -857.51  -1453.88  -2961.86     0.175     0.175 
302188564  -1557.60   -863.39  -1561.68  -2967.60   302188568  -1422.64   -882.98  -1419.20  -2987.50     0.175     0.175 
302188568  -1547.03   -862.00  -1547.10  -2965.92   302188572  -1436.06   -873.13  -1442.50  -2976.43     0.175     0.175 
302188572  -1566.25   -904.05  -1572.32  -3007.07   302188576  -1452.23   -887.94  -1464.59  -2990.69     0.175     0.175 
302188292   1398.56   2960.75   1393.94    823.30   302188296   1519.76   2968.35   1513.29    830.30     0.175     0.175 
302188296   1430.59   2949.91   1423.57    810.93   302188300   1544.52   2955.44   1540.30    816.24     0.175     0.175 
302188300   1393.93   2953.07   1390.46    814.22   302188304   1506.36   2972.80   1498.30    833.88     0.175     0.175 
302188304   1396.58   2951.35   1390.12    809.59   302188308   1525.98   2951.58   1518.54    809.69     0.175     0.175 
302188308   1210.59   2929.11   1203.38    790.12   302188312   1324.78   2948.83   1320.35    809.24     0.175     0.175 
302188312   1309.67   2949.06   1305.62    808.99   302188316   1424.39   2943.94   1424.50    803.29     0.175     0.175 
302188316   1300.29   2938.11   1300.49    796.07   302188320   1424.55   2957.73   1421.52    815.78     0.175     0.175 
302188036  -1514.68   -810.06  -1517.08  -2922.00   302188040  -1397.54   -832.95  -1394.89  -2945.87     0.175     0.175 
302188040  -1492.05   -847.41  -1490.63  -2958.75   302188044  -1399.64   -858.90  -1405.54  -2970.27     0.175     0.175 
302188044  -1395.86   -828.21  -1400.52  -2938.88   302188048  -1266.19   -831.33  -1272.75  -2941.18     0.175     0.175 
302188048  -1549.37   -871.69  -1556.60  -2981.50   302188052  -1430.54   -856.31  -1441.57  -2966.09     0.175     0.175 
302188052  -1538.31   -872.17  -1546.49  -2980.82   302188056  -1411.62   -859.24  -1419.60  -2968.08     0.175     0.175 
302188056  -1551.89   -870.43  -1564.38  -2979.55   302188060  -1449.76   -850.72  -1457.53  -2960.31     0.175     0.175 
302188060  -1579.92   -900.59  -1587.40  -3009.49   302188064  -1457.25   -902.83  -1468.36  -3012.00     0.175     0.175 
302187780   1445.20   2928.05   1436.05    790.09   302187784   1557.54   2932.48   1552.83    794.53     0.175     0.175 
302187784   1469.45   2927.44   1465.47    788.03   302187788   1576.46   2939.46   1568.13    800.89     0.175     0.175 
302187788   1435.92   2925.12   1427.93    784.61   302187792   1552.81   2928.94   1547.45    788.22     0.175     0.175 
302187792   1441.66   2916.39   1437.16    776.18   302187796   1567.55   2917.18   1562.03    777.71     0.175     0.175 
302187796   1262.18   2909.87   1256.64    771.34   302187800   1390.59   2924.61   1384.71    785.94     0.175     0.175 
302187800   1389.65   2913.41   1383.50    775.62   302187804   1483.78   2912.92   1483.70    775.15     0.175     0.175 
302187804   1352.39   2923.18   1352.09    784.33   302187808   1487.93   2921.11   1481.48    782.24     0.175     0.175 
302187524   1457.84   3013.80   1446.34    916.65   302187528   1574.69   3022.15   1568.41    924.64     0.175     0.175 
302187528   1436.74   2997.37   1430.76    902.30   302187532   1555.44   2987.97   1551.83    893.40     0.175     0.175 
302187532   1426.93   2999.35   1427.54    902.89   302187536   1536.94   2986.34   1536.92    890.90     0.175     0.175 
302187536   1416.72   2996.34   1415.33    900.50   302187540   1545.92   2980.47   1536.16    884.96     0.175     0.175 
302187540   1250.54   2947.75   1242.23    851.12   302187544   1371.70   2966.03   1366.45    869.49     0.175     0.175 
302187544   1371.70   2958.44   1365.31    863.07   302187548   1477.76   2959.51   1466.74    864.35     0.175     0.175 
302187548   1384.69   2945.05   1373.93    848.96   302187552   1489.97   2967.78   1490.14    871.17     0.175     0.175 
302187268   1426.18   2932.74   1412.63    791.73   302187272   1551.57   2994.09   1525.75    853.88     0.175     0.175 
302187272   1461.89   2916.15   1436.81    775.40   302187276   1580.32   2943.31   1573.02    802.52     0.175     0.175 
302187276   1436.02   2931.36   1429.30    791.88   302187280   1555.42   2939.28   1546.30    799.22     0.175     0.175 
302187280   1441.07   2915.12   1432.52    775.67   302187284   1540.00   2930.33   1535.25    790.65     0.175     0.175 
302187284   1243.89   2924.64   1239.53    783.50   302187288   1372.62   2934.54   1366.61    792.75     0.175     0.175 
302187288   1354.59   2916.72   1348.56    774.73   302187292   1479.65   2925.94   1479.40    783.87     0.175     0.175 
302187292   1345.00   2939.16   1344.57    798.57   302187296   1468.27   2935.44   1461.30    794.82     0.175     0.175 
302187012   1493.56   3116.73   1494.21   1016.26   302187016   1610.77   3137.77   1599.06   1037.24     0.175     0.175 
302187016   1481.70   3104.89   1469.54   1003.72   302187020   1590.52   3097.78   1590.03    997.39     0.175     0.175 
302187020   1459.38   3094.91   1462.86    995.83   302187024   1571.32   3083.71   1564.17    984.90     0.175     0.175 
302187024   1468.18   3075.11   1458.74    975.29   302187028   1596.56   3086.68   1590.66    987.08     0.175     0.175 
302187028   1302.95   3054.58   1296.61    954.35   302187032   1417.10   3052.19   1414.70    952.03     0.175     0.175 
302187032   1415.78   3058.13   1413.33    959.06   302187036   1520.17   3063.03   1515.57    963.39     0.175     0.175 
302187036   1427.57   3068.83   1423.15    967.63   302187040   1549.59   3062.23   1547.66    960.69     0.175     0.175 
302186756   1424.34   2993.38   1417.46    854.65   302186760   1538.76   2999.62   1529.59    860.63     0.175     0.175 
302186760   1454.91   2978.55   1446.11    837.31   302186764   1563.52   2990.76   1555.39    850.52     0.175     0.175 
302186764   1410.01   2974.50   1401.83    833.06   302186768   1533.67   2974.78   1533.15    833.34     0.175     0.175 
302186768   1421.39   2979.27   1421.57    838.79   302186772   1534.38   2973.53   1531.20    833.47     0.175     0.175 
302186772   1216.13   2971.84   1212.42    829.78   302186776   1339.76   2965.74   1337.81    822.87     0.175     0.175 
302186776   1339.53   2962.63   1337.64    821.80   302186780   1472.54   2965.52   1465.51    824.32     0.175     0.175 
302186780   1348.68   2950.26   1341.07    808.26   302186784   1459.53   2952.72   1458.19    810.78     0.175     0.175 
302197764   1465.63   2964.71   1457.65    871.17   302197768   1557.31   2956.80   1555.70    863.32     0.175     0.175 
302197768   1434.68   2955.91   1432.38    860.62   302197772   1563.47   2945.03   1550.63    850.32     0.175     0.175 
302197772   1420.10   2944.77   1412.47    850.60   302197776   1542.30   2951.70   1543.77    857.62     0.175     0.175 
302197776   1415.62   2967.40   1417.67    874.84   302197780   1539.53   2951.36   1527.45    858.42     0.175     0.175 
302197780   1258.03   2895.61   1245.53    801.61   302197784   1372.88   2925.21   1362.32    831.41     0.175     0.175 
302197784   1366.69   2893.41   1355.94    801.62   302197788   1474.40   2908.48   1471.65    816.37     0.175     0.175 
302197788   1375.43   2927.74   1373.72    835.56   302197792   1490.52   2923.51   1484.66    831.56     0.175     0.175 
302197508   1439.99   2955.61   1428.31    818.58   302197512   1555.40   2967.83   1550.87    830.65     0.175     0.175 
302197512   1459.51   2964.46   1455.90    826.22   302197516   1592.49   2964.45   1586.18    826.33     0.175     0.175 
302197516   1453.37   2957.54   1447.49    821.30   302197520   1562.84   2956.90   1563.07    820.90     0.175     0.175 
302197520   1452.14   2965.84   1452.97    830.50   302197524   1559.64   2958.94   1555.37    823.64     0.175     0.175 
302197524   1252.60   2958.29   1249.19    823.79   302197528   1365.02   2957.68   1362.11    822.88     0.175     0.175 
302197528   1363.12   2957.01   1359.91    816.97   302197532   1480.74   2960.65   1475.81    820.51     0.175     0.175 
302197532   1347.50   2951.83   1341.78    812.82   302197536   1457.99   2947.53   1459.06    808.57     0.175     0.175 
302197252   1457.63   2984.46   1456.54    889.47   302197256   1561.77   2977.81   1558.13    882.90     0.175     0.175 
302197256   1436.00   2961.03   1431.20    866.94   302197260   1548.91   2960.30   1534.50    866.61     0.175     0.175 
302197260   1407.68   2932.48   1398.20    838.79   302197264   1526.74   2936.97   1518.94    842.77     0.175     0.175 
302197264   1401.77   2937.72   1393.95    844.79   302197268   1519.67   2944.56   1514.44    851.25     0.175     0.175 
302197268   1239.42   2912.35   1233.66    821.54   302197272   1340.50   2915.76   1336.47    824.24     0.175     0.175 
302197272   1337.89   2908.86   1333.62    815.68   302197276   1445.41   2917.85   1441.14    824.21     0.175     0.175 
302197276   1348.70   2932.74   1345.56    839.07   302197280   1459.97   2918.96   1461.66    825.04     0.175     0.175 
302196996   1427.73   2997.77   1426.63    859.05   302197000   1533.08   2974.03   1532.96    835.28     0.175     0.175 
302197000   1446.12   2997.30   1445.44    857.53   302197004   1567.35   2986.82   1564.24    846.62     0.175     0.175 
302197004   1407.57   2990.63   1406.16    849.67   302197008   1526.42   2967.37   1533.32    826.82     0.175     0.175 
302197008   1431.56   3008.64   1439.06    866.06   302197012   1548.43   2954.88   1549.63    811.86     0.175     0.175 
302197012   1234.69   2968.41   1236.81    826.36   302197016   1355.82   2949.51   1355.62    807.10     0.175     0.175 
302197016   1347.53   2956.00   1346.57    814.54   302197020   1457.64   2953.11   1451.61    811.43     0.175     0.175 
302197020   1319.80   2948.78   1313.57    804.31   302197024   1444.67   2944.51   1447.58    799.97     0.175     0.175 
302196740   1423.60   3016.57   1424.42    922.90   302196744   1545.78   3000.69   1537.47    907.73     0.175     0.175 
302196744   1424.48   2971.80   1414.56    877.95   302196748   1527.54   2952.89   1525.61    858.73     0.175     0.175 
302196748   1386.74   2964.67   1389.70    870.14   302196752   1498.82   2962.16   1490.80    867.75     0.175     0.175 
302196752   1372.40   2960.98   1363.67    867.19   302196756   1500.65   2958.54   1494.72    865.43     0.175     0.175 
302196756   1230.75   2928.44   1224.70    834.10   302196760   1352.60   2932.85   1349.48    838.63     0.175     0.175 
302196760   1339.95   2931.89   1336.46    839.96   302196764   1447.31   2912.26   1446.49    820.27     0.175     0.175 
302196764   1347.58   2935.83   1348.47    838.50   302196768   1470.87   2948.54   1458.90    851.11     0.175     0.175 
302196484   1467.83   2882.72   1467.44    745.54   302196488   1575.84   2870.79   1575.99    733.77     0.175     0.175 
302196488   1475.69   2883.38   1476.06    746.43   302196492   1597.57   2868.52   1596.82    732.25     0.175     0.175 
302196492   1453.14   2882.32   1453.50    745.74   302196496   1584.58   2866.66   1580.41    729.88     0.175     0.175 
302196496   1477.34   2862.19   1473.33    726.02   302196500   1581.45   2856.01   1578.93    720.06     0.175     0.175 
302196500   1271.60   2858.99   1269.87    722.27   302196504   1375.82   2853.23   1373.06    716.00     0.175     0.175 
302196504   1377.44   2851.29   1373.56    713.70   302196508   1505.57   2858.68   1499.48    721.04     0.175     0.175 
302196508   1375.72   2848.06   1369.32    709.09   302196512   1493.94   2848.57   1496.78    709.21     0.175     0.175 
302196228   1443.61   3005.47   1434.49    913.55   302196232   1557.60   3018.28   1546.20    926.49     0.175     0.175 
302196232   1438.96   2973.04   1426.88    878.49   302196236   1558.05   2979.75   1546.62    885.17     0.175     0.175 
302196236   1418.67   2961.06   1412.28    865.11   302196240   1529.68   2965.45   1525.81    869.26     0.175     0.175 
302196240   1400.89   2975.86   1396.70    880.72   302196244   1521.68   2972.88   1514.32    877.64     0.175     0.175 
302196244   1246.64   2939.24   1239.47    843.68   302196248   1359.70   2951.67   1353.63    855.79     0.175     0.175 
302196248   1352.67   2940.72   1345.74    847.40   302196252   1476.82   2948.61   1471.47    854.61     0.175     0.175 
302196252   1370.79   2957.80   1365.95    862.24   302196256   1480.84   2972.22   1470.39    876.44     0.175     0.175 
302195972   1429.51   2951.96   1417.85    814.19   302195976   1537.76   2977.68   1528.91    840.34     0.175     0.175 
302195976   1438.08   2964.15   1429.50    826.45   302195980   1563.58   2973.07   1556.32    835.01     0.175     0.175 
302195980   1423.26   2964.82   1416.57    825.63   302195984   1523.16   2977.80   1517.46    838.60     0.175     0.175 
302195984   1423.95   2967.12   1419.00    827.47   302195988   1566.42   2985.23   1559.27    845.79     0.175     0.175 
302195988   1245.84   2960.13   1240.61    820.62   302195992   1365.26   2981.19   1360.42    841.62     0.175     0.175 
302195992   1350.76   2980.18   1344.63    839.34   302195996   1452.45   2986.26   1450.77    844.78     0.175     0.175 
302195996   1332.83   3004.07   1330.56    863.07   302196000   1445.11   3011.92   1448.44    870.99     0.175     0.175 
302195716   1447.77   2887.82   1443.64   1165.12   302195720   1527.33   2888.57   1498.00   1166.02     0.175     0.175 
302195720   1421.29   2867.69   1417.32   1145.87   302195724   1529.34   2856.18   1529.29   1134.24     0.175     0.175 
302195724   1418.15   2876.61   1421.23   1154.00   302195728   1522.86   2860.59   1518.52   1137.96     0.175     0.175 
302195728   1428.64   2854.41   1423.76   1131.45   302195732   1520.89   2866.81   1513.50   1144.23     0.175     0.175 
302195732   1275.61   2848.44   1269.07   1125.57   302195736   1358.03   2856.17   1351.75   1133.62     0.175     0.175 
302195736   1352.66   2841.07   1346.72   1118.44   302195740   1447.74   2849.65   1445.93   1126.53     0.175     0.175 
302195740   1368.24   2863.26   1367.46   1139.53   302195744   1459.77   2875.59   1455.52   1151.28     0.175     0.175 
302195460   1455.39   3666.42   1443.01   1535.56   302195464   1564.74   3652.05   1571.30   1521.29     0.175     0.175 
302195464   1471.45   3686.87   1478.60   1555.17   302195468   1583.20   3624.95   1595.87   1493.09     0.175     0.175 
302195468   1440.87   3686.81   1453.74   1554.39   302195472   1564.85   3677.20   1558.09   1544.72     0.175     0.175 
302195472   1454.30   3660.43   1447.99   1527.73   302195476   1584.97   3686.71   1570.93   1554.80     0.175     0.175 
302195476   1279.63   3647.48   1266.21   1515.07   302195480   1387.51   3693.07   1376.93   1561.08     0.175     0.175 
302195480   1375.91   3663.69   1365.76   1532.06   302195484   1492.53   3702.82   1483.05   1569.91     0.175     0.175 
302195484   1366.46   3672.48   1355.74   1542.14   302195488   1497.71   3697.59   1493.60   1567.00     0.175     0.175 
